antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len,consequent_len
"frozenset({'Walking Wake', 'Brute Bonnet'})","frozenset({'Great Tusk', 'Torkoal'})",0.0105208242761499,0.041213807495000435,0.010173028432310233,0.9669421487603306,23.461606862642537,0.009739425205904264,29.003282323276235,2,2
"frozenset({'Iron Moth', 'Great Tusk', 'Torkoal'})",frozenset({'Walking Wake'}),0.01278149726110773,0.10190418224502217,0.012346752456308147,0.9659863945578231,9.479359661953518,0.011044264430047973,26.40401704199632,3,1
"frozenset({'Blissey', 'Toxapex', 'Clefable'})",frozenset({'Gliscor'}),0.012607599339187897,0.05625597774106599,0.012172854534388313,0.9655172413793103,17.16292703725417,0.01146360170659468,27.368576645509034,3,1
"frozenset({'Brute Bonnet', 'Torkoal'})",frozenset({'Great Tusk'}),0.012172854534388313,0.4175289105295192,0.011738109729588731,0.9642857142857143,2.309506455643482,0.006655591037811262,16.30919050517347,2,1
"frozenset({'Iron Moth', 'Torkoal'})",frozenset({'Walking Wake'}),0.014085731675506478,0.10190418224502217,0.013564037909746978,0.9629629629629629,9.44969030463911,0.012128642942031686,24.248587079384365,2,1
"frozenset({'Blissey', 'Ting-Lu', 'Toxapex'})",frozenset({'Alomomola'}),0.010868620119989566,0.04503956177723676,0.010433875315189984,0.9600000000000001,21.3145945945946,0.009944357427862396,23.874010955569126,3,1
"frozenset({'Ogerpon-Wellspring', 'Glimmora'})",frozenset({'Kingambit'}),0.0105208242761499,0.3004956090774715,0.010086079471350318,0.9586776859504132,3.1903217783899604,0.006924617972491606,16.9280062603252,2,1
"frozenset({'Blissey', 'Ting-Lu', 'Dondozo'})",frozenset({'Alomomola'}),0.011564211807668898,0.04503956177723676,0.011042518041909399,0.9548872180451128,21.201077016866492,0.010521671009792845,21.16828971393792,3,1
"frozenset({'Dondozo', 'Clefable'})",frozenset({'Gliscor'}),0.013477088948787063,0.05625597774106599,0.012868446222067646,0.9548387096774192,16.97310664605873,0.012110279406150315,20.897189064304914,2,1
"frozenset({'Blissey', 'Alomomola', 'Clodsire'})",frozenset({'Dondozo'}),0.015042170246065559,0.111468567950613,0.014346578558386227,0.953757225433526,8.55628849431434,0.01266984938218798,19.214492218068003,3,1
frozenset({'Brute Bonnet'}),frozenset({'Torkoal'}),0.01278149726110773,0.05512564124858708,0.012172854534388313,0.9523809523809523,17.276550998948476,0.01146826630175269,19.84236153377965,1,1
"frozenset({'Blissey', 'Ting-Lu', 'Toxapex'})","frozenset({'Dondozo', 'Alomomola'})",0.010868620119989566,0.0320841665942092,0.010346926354230066,0.952,29.671956639566393,0.009998215735651147,20.164913195953957,3,2
"frozenset({'Blissey', 'Dondozo', 'Clodsire'})",frozenset({'Alomomola'}),0.015216068167985392,0.04503956177723676,0.014346578558386227,0.9428571428571428,20.933976833976836,0.013661253516127602,16.711807668898352,3,1
"frozenset({'Glimmora', 'Iron Valiant', 'Iron Moth'})",frozenset({'Kingambit'}),0.017998434918702722,0.3004956090774715,0.016955047387183723,0.9420289855072463,3.1349176395598497,0.011546596723846917,12.06645074341361,3,1
"frozenset({'Blissey', 'Ting-Lu'})",frozenset({'Alomomola'}),0.011912007651508565,0.04503956177723676,0.011216415963829232,0.9416058394160584,20.906194515683566,0.010679904359318195,16.35369750456481,2,1
"frozenset({'Ting-Lu', 'Dondozo', 'Alomomola'})","frozenset({'Blissey', 'Toxapex'})",0.011042518041909399,0.03443178854012695,0.010346926354230066,0.937007874015748,27.213453431957365,0.009966712708060505,15.328395356925485,3,2
"frozenset({'Ting-Lu', 'Alomomola', 'Dondozo'})",frozenset({'Toxapex'}),0.011042518041909399,0.09338318407095035,0.010346926354230066,0.937007874015748,10.034010762621152,0.009315740859315651,14.392541952873664,3,1
"frozenset({'Ting-Lu', 'Blissey', 'Dondozo', 'Alomomola'})",frozenset({'Toxapex'}),0.011042518041909399,0.09338318407095035,0.010346926354230066,0.937007874015748,10.034010762621152,0.009315740859315651,14.392541952873664,4,1
"frozenset({'Blissey', 'Ting-Lu', 'Alomomola'})",frozenset({'Toxapex'}),0.011216415963829232,0.09338318407095035,0.010433875315189984,0.930232558139535,9.961456844658093,0.009386450678623372,12.994841028316396,3,1
"frozenset({'Hatterene', 'Armarouge'})",frozenset({'Indeedee'}),0.012346752456308147,0.01652030258238414,0.011477262846708983,0.9295774647887325,56.268791697553745,0.011273290760220978,13.965411703330163,2,1
"frozenset({'Ting-Lu', 'Alomomola'})",frozenset({'Blissey'}),0.012085905573428398,0.06112511955482132,0.011216415963829232,0.9280575539568345,15.182915971632367,0.01047766354072514,13.050360838187984,2,1
"frozenset({'Toxapex', 'Gliscor', 'Clefable'})",frozenset({'Blissey'}),0.013129293104947396,0.06112511955482132,0.012172854534388313,0.9271523178807947,15.168106412442418,0.011370324923678113,12.888191540656535,3,1
"frozenset({'Blissey', 'Ting-Lu'})","frozenset({'Dondozo', 'Alomomola'})",0.011912007651508565,0.0320841665942092,0.011042518041909399,0.927007299270073,28.892983601368858,0.010660331203946903,13.26044691765933,2,2
"frozenset({'Toxapex', 'Clefable'})",frozenset({'Gliscor'}),0.014172680636466393,0.05625597774106599,0.013129293104947396,0.9263803680981596,16.467234333070994,0.012331995098531105,12.81918963568387,2,1
"frozenset({'Dondozo', 'Gliscor', 'Clefable'})",frozenset({'Blissey'}),0.012868446222067646,0.06112511955482132,0.011912007651508565,0.9256756756756757,15.143948714005614,0.011125422337699892,12.632134755080582,3,1
"frozenset({'Enamorus', 'Slowking-Galar', 'Kingambit'})",frozenset({'Great Tusk'}),0.011651160768628814,0.4175289105295192,0.01078167115902965,0.9253731343283583,2.2163091249292894,0.005916974696899786,7.805112598904454,3,1
frozenset({'Brute Bonnet'}),frozenset({'Great Tusk'}),0.01278149726110773,0.4175289105295192,0.011825058690548647,0.9251700680272108,2.215822772257591,0.006488414064182303,7.783931832014598,1,1
"frozenset({'Blissey', 'Ting-Lu', 'Dondozo'})",frozenset({'Toxapex'}),0.011564211807668898,0.09338318407095035,0.010694722198069733,0.924812030075188,9.903410761540723,0.00961481927819873,12.05800365185636,3,1
"frozenset({'Blissey', 'Ting-Lu', 'Alomomola'})","frozenset({'Dondozo', 'Toxapex'})",0.011216415963829232,0.03582297191548561,0.010346926354230066,0.9224806201550387,25.751091292240535,0.009945121000165407,12.437883662290231,3,2
"frozenset({'Blissey', 'Clodsire'})",frozenset({'Dondozo'}),0.01652030258238414,0.111468567950613,0.015216068167985392,0.9210526315789473,8.262891041957467,0.013374573697016218,11.254731472625565,2,1
frozenset({'Brute Bonnet'}),"frozenset({'Great Tusk', 'Torkoal'})",0.01278149726110773,0.041213807495000435,0.011738109729588731,0.9183673469387755,22.283001808318264,0.011211335561971562,11.745130858186247,1,2
"frozenset({'Blissey', 'Corviknight', 'Alomomola'})",frozenset({'Dondozo'}),0.012085905573428398,0.111468567950613,0.011042518041909399,0.9136690647482014,8.19665203874342,0.009695319455253003,10.292155754572065,3,1
"frozenset({'Ting-Lu', 'Alomomola'})","frozenset({'Blissey', 'Dondozo'})",0.012085905573428398,0.046952438918354926,0.011042518041909399,0.9136690647482014,19.459459099387157,0.010475055298699998,11.039467582529054,2,2
"frozenset({'Ting-Lu', 'Alomomola'})",frozenset({'Dondozo'}),0.012085905573428398,0.111468567950613,0.011042518041909399,0.9136690647482014,8.19665203874342,0.009695319455253003,10.292155754572065,2,1
"frozenset({'Blissey', 'Ting-Lu'})",frozenset({'Toxapex'}),0.011912007651508565,0.09338318407095035,0.010868620119989566,0.9124087591240876,9.770589514605337,0.009756238916814172,10.350541981856649,2,1
"frozenset({'Blissey', 'Clodsire'})",frozenset({'Alomomola'}),0.01652030258238414,0.04503956177723676,0.015042170246065559,0.9105263157894736,20.21614509246088,0.014298103057327625,10.673087250724993,2,1
"frozenset({'Walking Wake', 'Iron Moth', 'Torkoal'})",frozenset({'Great Tusk'}),0.013564037909746978,0.4175289105295192,0.012346752456308147,0.9102564102564102,2.180103909695746,0.006683374485470394,6.4903921398139275,3,1
"frozenset({'Iron Moth', 'Torkoal'})",frozenset({'Great Tusk'}),0.014085731675506478,0.4175289105295192,0.01278149726110773,0.9074074074074074,2.1732804232804233,0.006900297060622371,6.290687766281194,2,1
"frozenset({'Kingambit', 'Torkoal'})",frozenset({'Walking Wake'}),0.01399878271454656,0.10190418224502217,0.012694548300147813,0.906832298136646,8.898872236236832,0.011268013795196194,9.639561777236766,2,1
"frozenset({'Glimmora', 'Kingambit', 'Iron Moth'})",frozenset({'Iron Valiant'}),0.018867924528301886,0.2325884705677767,0.016955047387183723,0.8986175115207373,3.863551401869159,0.012566585678357748,7.569468267581474,3,1
"frozenset({'Blissey', 'Ting-Lu'})","frozenset({'Dondozo', 'Toxapex'})",0.011912007651508565,0.03582297191548561,0.010694722198069733,0.8978102189781022,25.06241584579406,0.01026799868251269,9.435160917684177,2,2
"frozenset({'Dondozo', 'Clefable'})",frozenset({'Blissey'}),0.013477088948787063,0.06112511955482132,0.012085905573428398,0.896774193548387,14.671123755334282,0.011262116900182827,9.095350404312665,2,1
"frozenset({'Blissey', 'Alomomola'})",frozenset({'Dondozo'}),0.03477958438396661,0.111468567950613,0.031127728023650117,0.895,8.02916926677067,0.027250897558451857,8.462204114756068,2,1
"frozenset({'Ting-Lu', 'Blissey', 'Dondozo'})","frozenset({'Toxapex', 'Alomomola'})",0.011564211807668898,0.018085383879662638,0.010346926354230066,0.8947368421052632,49.47292510121458,0.010137783144422647,9.328188853143205,3,2
"frozenset({'Toxapex', 'Clefable'})",frozenset({'Blissey'}),0.014172680636466393,0.06112511955482132,0.012607599339187897,0.8895705521472393,14.55327300177155,0.011741292540871587,8.502033639586902,2,1
"frozenset({'Enamorus', 'Slowking-Galar'})",frozenset({'Great Tusk'}),0.019650465176941134,0.4175289105295192,0.01747674115294322,0.8893805309734514,2.1301052658737327,0.009272103836216733,5.265538648813148,2,1
"frozenset({'Toxapex', 'Gliscor'})",frozenset({'Blissey'}),0.015911659855664725,0.06112511955482132,0.014085731675506478,0.8852459016393442,14.482522211599003,0.013113129564513321,8.181623958165128,2,1
"frozenset({'Dondozo', 'Clefable'})","frozenset({'Blissey', 'Gliscor'})",0.013477088948787063,0.020606903747500217,0.011912007651508565,0.8838709677419354,42.891983122362866,0.011634286576744412,8.433662773285409,2,2
"frozenset({'Dondozo', 'Gliscor'})",frozenset({'Blissey'}),0.018694026606382055,0.06112511955482132,0.01652030258238414,0.8837209302325582,14.45757385292269,0.015377627971108029,8.074323971828537,2,1
"frozenset({'Walking Wake', 'Kingambit', 'Torkoal'})",frozenset({'Great Tusk'}),0.012694548300147813,0.4175289105295192,0.011216415963829232,0.8835616438356164,2.116168776708335,0.005916075042404156,5.002398768393539,3,1
"frozenset({'Hatterene', 'Walking Wake'})",frozenset({'Torkoal'}),0.014607425441265977,0.05512564124858708,0.012868446222067646,0.8809523809523809,15.98080967402734,0.012063202527626934,7.936944613511867,2,1
"frozenset({'Ogerpon-Wellspring', 'Iron Moth'})",frozenset({'Kingambit'}),0.01530301712894531,0.3004956090774715,0.013477088948787063,0.8806818181818182,2.9307643492213806,0.008878599495901663,5.8625129905888125,2,1
"frozenset({'Iron Moth', 'Torkoal'})","frozenset({'Walking Wake', 'Great Tusk'})",0.014085731675506478,0.0526041213807495,0.012346752456308147,0.8765432098765432,16.663013978165495,0.011605784917513136,7.673906616815929,2,2
"frozenset({'Blissey', 'Ting-Lu'})","frozenset({'Toxapex', 'Alomomola'})",0.011912007651508565,0.018085383879662638,0.010433875315189984,0.8759124087591241,48.43206064008984,0.010218442084034973,7.913076612263898,2,2
"frozenset({'Hatterene', 'Indeedee'})",frozenset({'Armarouge'}),0.013129293104947396,0.020606903747500217,0.011477262846708983,0.8741721854304636,42.42132617989773,0.011206708767422614,7.783597764954079,2,1
"frozenset({'Blissey', 'Ting-Lu'})","frozenset({'Dondozo', 'Toxapex', 'Alomomola'})",0.011912007651508565,0.017824536996782887,0.010346926354230066,0.8686131386861313,48.73131564892291,0.01013460033313979,7.475446579524482,2,3
"frozenset({'Blissey', 'Clodsire'})","frozenset({'Dondozo', 'Alomomola'})",0.01652030258238414,0.0320841665942092,0.014346578558386227,0.8684210526315789,27.066966195977745,0.013816538418146269,7.356160333884006,2,2
"frozenset({'Glimmora', 'Iron Moth'})",frozenset({'Kingambit'}),0.021737240239979132,0.3004956090774715,0.018867924528301886,0.868,2.8885613425925927,0.012335979282726034,5.299275688807033,2,1
"frozenset({'Great Tusk', 'Brute Bonnet'})",frozenset({'Walking Wake'}),0.011825058690548647,0.10190418224502217,0.01025997739327015,0.8676470588235295,8.514341999598477,0.009054954457410398,6.785612845259839,2,1
"frozenset({'Brute Bonnet', 'Great Tusk', 'Torkoal'})",frozenset({'Walking Wake'}),0.011738109729588731,0.10190418224502217,0.010173028432310233,0.8666666666666666,8.504721274175198,0.008976865959214155,6.735718633162329,3,1
"frozenset({'Blissey', 'Toxapex', 'Gliscor'})",frozenset({'Clefable'}),0.014085731675506478,0.040692113729240934,0.012172854534388313,0.8641975308641975,21.23746966339559,0.011599676339089033,7.063994435266496,3,1
"frozenset({'Ting-Lu', 'Alomomola'})","frozenset({'Blissey', 'Toxapex'})",0.012085905573428398,0.03443178854012695,0.010433875315189984,0.8633093525179857,25.073032483104427,0.010017735970169755,7.063893757522233,2,2
"frozenset({'Ting-Lu', 'Alomomola'})",frozenset({'Toxapex'}),0.012085905573428398,0.09338318407095035,0.010433875315189984,0.8633093525179857,9.244805273099956,0.009305254970362395,6.63261775863884,2,1
"frozenset({'Great Tusk', 'Brute Bonnet'})","frozenset({'Walking Wake', 'Torkoal'})",0.011825058690548647,0.0452134596991566,0.010173028432310233,0.8602941176470589,19.027389705882353,0.009638376617764951,6.834261551627092,2,2
"frozenset({'Toxapex', 'Clefable'})","frozenset({'Blissey', 'Gliscor'})",0.014172680636466393,0.020606903747500217,0.012172854534388313,0.8588957055214724,41.67999792912428,0.011880799468668591,6.940916290832935,2,2
"frozenset({'Brute Bonnet', 'Torkoal'})",frozenset({'Walking Wake'}),0.012172854534388313,0.10190418224502217,0.010433875315189984,0.8571428571428572,8.411262798634814,0.009193410528275534,6.286670724284847,2,1
"frozenset({'Great Tusk', 'Torkoal'})",frozenset({'Walking Wake'}),0.041213807495000435,0.10190418224502217,0.03530127814972611,0.8565400843881856,8.40534770524618,0.031101418799744325,6.260256141409697,2,1
"frozenset({'Roaring Moon', 'Walking Wake', 'Great Tusk'})",frozenset({'Torkoal'}),0.015737761933744893,0.05512564124858708,0.013477088948787063,0.8563535911602209,15.53457831535284,0.012609534730371772,6.577779189769448,3,1
"frozenset({'Ting-Lu', 'Alomomola'})","frozenset({'Dondozo', 'Toxapex'})",0.012085905573428398,0.03582297191548561,0.010346926354230066,0.856115107913669,23.898494796395887,0.00991397329829993,6.70103034518737,2,2
"frozenset({'Ting-Lu', 'Alomomola'})","frozenset({'Blissey', 'Dondozo', 'Toxapex'})",0.012085905573428398,0.02799756542909312,0.010346926354230066,0.856115107913669,30.57819831091648,0.010008550422168163,6.755416920267797,2,3
frozenset({'Ribombee'}),frozenset({'Gholdengo'}),0.019215720372141552,0.2546735066515955,0.016433353621424222,0.8552036199095022,3.358039205387226,0.01153961873141443,5.147411094687417,1,1
"frozenset({'Ting-Lu', 'Toxapex', 'Dondozo'})",frozenset({'Blissey'}),0.012607599339187897,0.06112511955482132,0.010694722198069733,0.8482758620689654,13.877696571344483,0.009924081181162586,6.1880389847523105,3,1
"frozenset({'Alomomola', 'Clodsire'})",frozenset({'Blissey'}),0.017911485957742806,0.06112511955482132,0.015042170246065559,0.8398058252427184,13.739127732740405,0.013947328525494027,5.860855314294144,2,1
"frozenset({'Samurott-Hisui', 'Sandy Shocks'})",frozenset({'Gholdengo'}),0.013477088948787063,0.2546735066515955,0.01130336492478915,0.8387096774193549,3.2932741550017073,0.007871107422746083,4.621024258760109,2,1
"frozenset({'Brute Bonnet', 'Torkoal'})","frozenset({'Walking Wake', 'Great Tusk'})",0.012172854534388313,0.0526041213807495,0.010173028432310233,0.8357142857142857,15.886859504132232,0.009532686114833063,5.766757522030221,2,2
"frozenset({'Glimmora', 'Iron Moth'})",frozenset({'Iron Valiant'}),0.021737240239979132,0.2325884705677767,0.017998434918702722,0.8280000000000001,3.55993570093458,0.012942603456921643,4.4616949385594395,2,1
"frozenset({'Corviknight', 'Alomomola'})",frozenset({'Blissey'}),0.014607425441265977,0.06112511955482132,0.012085905573428398,0.8273809523809523,13.535858226647699,0.011193024946942876,5.438999307406551,2,1
"frozenset({'Alomomola', 'Clodsire'})",frozenset({'Dondozo'}),0.017911485957742806,0.111468567950613,0.01478132336318581,0.8252427184466019,7.403367008466746,0.012784755673608705,5.084374305615936,2,1
"frozenset({'Toxapex', 'Gliscor'})",frozenset({'Clefable'}),0.015911659855664725,0.040692113729240934,0.013129293104947396,0.825136612021858,20.277555929195277,0.01248181403247969,5.486041974610904,2,1
frozenset({'Brute Bonnet'}),frozenset({'Walking Wake'}),0.01278149726110773,0.10190418224502217,0.0105208242761499,0.8231292517006802,8.077482528847716,0.009218336249889726,5.0776955849992955,1,1
"frozenset({'Hatterene', 'Roaring Moon'})",frozenset({'Great Tusk'}),0.013129293104947396,0.4175289105295192,0.01078167115902965,0.8211920529801324,1.9667908790763229,0.005299811712898236,3.2575235003719474,2,1
"frozenset({'Ting-Lu', 'Toxapex', 'Dondozo'})",frozenset({'Alomomola'}),0.012607599339187897,0.04503956177723676,0.010346926354230066,0.8206896551724138,18.2215284249767,0.009779085604930064,5.3257409054731015,3,1
"frozenset({'Ting-Lu', 'Dondozo', 'Toxapex'})","frozenset({'Blissey', 'Alomomola'})",0.012607599339187897,0.03477958438396661,0.010346926354230066,0.8206896551724138,23.59687931034483,0.00990843928913354,5.382960010166339,3,2
frozenset({'Torkoal'}),frozenset({'Walking Wake'}),0.05512564124858708,0.10190418224502217,0.0452134596991566,0.8201892744479496,8.048632120670536,0.03959592630698687,4.994673232075932,1,1
"frozenset({'Kingambit', 'Torkoal'})",frozenset({'Great Tusk'}),0.01399878271454656,0.4175289105295192,0.011477262846708983,0.8198757763975156,1.9636383390978398,0.005632366351164892,3.233718807060257,2,1
"frozenset({'Dragapult', 'Clodsire'})",frozenset({'Great Tusk'}),0.012868446222067646,0.4175289105295192,0.0105208242761499,0.8175675675675675,1.9581100780080372,0.005147875944842288,3.192804490430783,2,1
frozenset({'Brute Bonnet'}),"frozenset({'Walking Wake', 'Torkoal'})",0.01278149726110773,0.0452134596991566,0.010433875315189984,0.8163265306122449,18.054945054945055,0.00985597960388001,5.198282274971259,1,2
"frozenset({'Blissey', 'Toxapex'})",frozenset({'Dondozo'}),0.03443178854012695,0.111468567950613,0.02799756542909312,0.813131313131313,7.294713909768511,0.024159503268546843,4.7548438796156365,2,1
"frozenset({'Samurott-Hisui', 'Sandy Shocks'})",frozenset({'Iron Valiant'}),0.013477088948787063,0.2325884705677767,0.010868620119989566,0.8064516129032258,3.467289719626168,0.007734004613685298,3.9649595687331525,2,1
frozenset({'Brute Bonnet'}),"frozenset({'Walking Wake', 'Great Tusk'})",0.01278149726110773,0.0526041213807495,0.01025997739327015,0.8027210884353742,15.259661550570643,0.009587617959919123,4.80231703989758,1,2
"frozenset({'Blissey', 'Gliscor'})",frozenset({'Dondozo'}),0.020606903747500217,0.111468567950613,0.01652030258238414,0.8016877637130803,7.192052239051588,0.014223280531754172,4.480467008419251,2,1
"frozenset({'Hatterene', 'Roaring Moon'})",frozenset({'Torkoal'}),0.013129293104947396,0.05512564124858708,0.0105208242761499,0.8013245033112583,14.53632983057221,0.009797063574599021,4.755867605715444,2,1
"frozenset({'Kingambit', 'Torkoal'})","frozenset({'Walking Wake', 'Great Tusk'})",0.01399878271454656,0.0526041213807495,0.011216415963829232,0.8012422360248448,15.231548688465686,0.010480022298730487,4.766585514303105,2,2
"frozenset({'Alomomola', 'Clodsire'})","frozenset({'Blissey', 'Dondozo'})",0.017911485957742806,0.046952438918354926,0.014346578558386227,0.8009708737864076,17.059196332254583,0.013505590608018335,4.788482867873628,2,2
"frozenset({'Garganacl', 'Toxapex'})",frozenset({'Great Tusk'}),0.012607599339187897,0.4175289105295192,0.010086079471350318,0.8,1.9160349854227405,0.004822042254866509,2.9123554473524043,2,1
"frozenset({'Blissey', 'Clefable'})",frozenset({'Toxapex'}),0.01582471089470481,0.09338318407095035,0.012607599339187897,0.7967032967032966,8.531549921214726,0.011129837448838104,4.459574608083432,2,1
frozenset({'Brute Bonnet'}),"frozenset({'Walking Wake', 'Great Tusk', 'Torkoal'})",0.01278149726110773,0.03530127814972611,0.010173028432310233,0.7959183673469387,22.546446164672762,0.009721825242325908,4.7270237370663395,1,3
frozenset({'Indeedee'}),frozenset({'Hatterene'}),0.01652030258238414,0.09033997043735327,0.013129293104947396,0.7947368421052632,8.79717846107087,0.011636849458038683,4.4316770671000745,1,1
